ID;LABEL;MODULARITY
http://www.rex-montbrison42.fr;http://www.rex-montbrison42.fr;1
https://www.malcolm-france.com;https://www.malcolm-france.com;1
https://www.radiofrance.fr;https://www.radiofrance.fr;1
https://www.nextplz.fr;https://www.nextplz.fr;1
http://lemeltingpotes.com;http://lemeltingpotes.com;1
https://www.editions-thierry-magnier.com;https://www.editions-thierry-magnier.com;1
https://www.liberation.fr;https://www.liberation.fr;1
https://www.grand-est.ars.sante.fr;https://www.grand-est.ars.sante.fr;1
https://www.gouvernement.fr;https://www.gouvernement.fr;1
https://www.urgences-la-serie.com;https://www.urgences-la-serie.com;1
https://www.canalplus.com;https://www.canalplus.com;1
Custom Garage;Custom Garage;2
Chasseurs de tanks;Chasseurs de tanks;2
Trésors de casse;Trésors de casse;2
https://www.lebonbon.fr;https://www.lebonbon.fr;1
https://www.vanityfair.fr;https://www.vanityfair.fr;1
https://medium.com;https://medium.com;1
https://www.db-z.com;https://www.db-z.com;1
https://fr.bandainamcoent.eu;https://fr.bandainamcoent.eu;1
https://www.kanpai.fr;https://www.kanpai.fr;1
https://www.pinterest.fr;https://www.pinterest.fr;1
https://www.imdb.com;https://www.imdb.com;1
https://hitek.fr;https://hitek.fr;1
https://www.melty.fr;https://www.melty.fr;1
https://tvmag.lefigaro.fr;https://tvmag.lefigaro.fr;1
https://www.telequebec.tv;https://www.telequebec.tv;1
https://sacotin.com;https://sacotin.com;1
https://www.go-n.fr;https://www.go-n.fr;1
https://www.notrenature.be;https://www.notrenature.be;1
https://lemagdesanimaux.ouest-france.fr;https://lemagdesanimaux.ouest-france.fr;1
https://www.etoile-marine.com;https://www.etoile-marine.com;1
https://www.porsche.com;https://www.porsche.com;1
https://www.caradisiac.com;https://www.caradisiac.com;1
https://www.911dc.com;https://www.911dc.com;1
https://www.arizona-dream.com;https://www.arizona-dream.com;1
https://www.bilan-psychologique.com;https://www.bilan-psychologique.com;1
https://sante.journaldesfemmes.fr;https://sante.journaldesfemmes.fr;1
https://www.rayuresetratures.fr;https://www.rayuresetratures.fr;1
https://www.femmeactuelle.fr;https://www.femmeactuelle.fr;1
https://suivezlezebre.com;https://suivezlezebre.com;1
https://presse.inserm.fr;https://presse.inserm.fr;1
https://www.ouest-france.fr;https://www.ouest-france.fr;1
https://www.halowaypoint.com;https://www.halowaypoint.com;1
https://www.xbox.com;https://www.xbox.com;1
https://cloudatlas.wmo.int;https://cloudatlas.wmo.int;1
https://www.idealo.fr;https://www.idealo.fr;1
https://www.ticketac.com;https://www.ticketac.com;1
https://bytoctoc.com;https://bytoctoc.com;1
https://dictionnaire.reverso.net;https://dictionnaire.reverso.net;1
https://www.target.com;https://www.target.com;1
https://www.foreverliving.fr;https://www.foreverliving.fr;1
https://foreverliving.com;https://foreverliving.com;1
https://www.aloe-vera-pour-tous.com;https://www.aloe-vera-pour-tous.com;1
https://fr.for-ever.com;https://fr.for-ever.com;1
https://www.lego.com;https://www.lego.com;1
https://www.cultura.com;https://www.cultura.com;1
https://www.cartoonnetwork.fr;https://www.cartoonnetwork.fr;1
https://www.smythstoys.com;https://www.smythstoys.com;1
https://www.auchan.fr;https://www.auchan.fr;1
https://www.leonardo.com;https://www.leonardo.com;1
https://www.transfermarkt.fr;https://www.transfermarkt.fr;1
https://le10sport.com;https://le10sport.com;1
https://histoiredupsg.fr;https://histoiredupsg.fr;1
https://m.footballdatabase.eu;https://m.footballdatabase.eu;1
https://www.fredzone.org;https://www.fredzone.org;1
https://riverdale.fandom.com;https://riverdale.fandom.com;1
https://www.nrj.fr;https://www.nrj.fr;1
https://www.peppapig.com;https://www.peppapig.com;1
https://www.bebegavroche.com;https://www.bebegavroche.com;1
https://bubblydoo.fr;https://bubblydoo.fr;1
https://decibelsprod.com;https://decibelsprod.com;1
https://www.justwatch.com;https://www.justwatch.com;1
https://etalors-lingerie.fr;https://etalors-lingerie.fr;1
https://www.paroles.net;https://www.paroles.net;1
https://television.telerama.fr;https://television.telerama.fr;1
https://www.benzinemag.net;https://www.benzinemag.net;1
https://www.francetvpro.fr;https://www.francetvpro.fr;1
https://this-is-us.fandom.com;https://this-is-us.fandom.com;1
https://monk.hypnoweb.net;https://monk.hypnoweb.net;1
https://www.pianoweb.fr;https://www.pianoweb.fr;1
https://www.discogs.com;https://www.discogs.com;1
https://tv-programme.com;https://tv-programme.com;1
https://twitter.com;https://twitter.com;1
https://www.objeko.com;https://www.objeko.com;1
https://twist.com;https://twist.com;1
https://www.arte.tv;https://www.arte.tv;1
https://bones.hypnoweb.net;https://bones.hypnoweb.net;1
https://www.programme.tv;https://www.programme.tv;1
https://www.sacha.fr;https://www.sacha.fr;1
https://www.pokepedia.fr;https://www.pokepedia.fr;1
https://chicago.hypnoweb.net;https://chicago.hypnoweb.net;1
https://www.matchendirect.fr;https://www.matchendirect.fr;1
https://www.cnetfrance.fr;https://www.cnetfrance.fr;1
https://legrandpop.fr;https://legrandpop.fr;1
https://www.campings-paradis.com;https://www.campings-paradis.com;1
https://voyages.carrefour.fr;https://voyages.carrefour.fr;1
https://replay.orange.fr;https://replay.orange.fr;1
https://www.meilleurduchef.com;https://www.meilleurduchef.com;1
https://chefsimon.com;https://chefsimon.com;1
https://www.750g.com;https://www.750g.com;1
https://moka.ai;https://moka.ai;1
https://www.marmiton.org;https://www.marmiton.org;1
https://www.maisonducafe.com;https://www.maisonducafe.com;1
https://www.cuisineaz.com;https://www.cuisineaz.com;1
https://www.ribambel.com;https://www.ribambel.com;1
https://www.carrefour.fr;https://www.carrefour.fr;1
https://www.groupe-bel.com;https://www.groupe-bel.com;1
https://www.produits-laitiers-de-france.com;https://www.produits-laitiers-de-france.com;1
https://www.produits-laitiers.com;https://www.produits-laitiers.com;1
https://www.chronodrive.com;https://www.chronodrive.com;1
https://www.belfoodservice.fr;https://www.belfoodservice.fr;1
https://www.nationalgeographic.fr;https://www.nationalgeographic.fr;1
https://photo.caminteresse.fr;https://photo.caminteresse.fr;1
https://www.geo.fr;https://www.geo.fr;1
https://www.parismatch.com;https://www.parismatch.com;1
https://www.austria.info;https://www.austria.info;1
https://www.europe1.fr;https://www.europe1.fr;1
https://www.leparisien.fr;https://www.leparisien.fr;1
https://www.midilibre.fr;https://www.midilibre.fr;1
https://www.francetelevisions.fr;https://www.francetelevisions.fr;1
https://www.rugbyrama.fr;https://www.rugbyrama.fr;1
https://www.lnr.fr;https://www.lnr.fr;1
https://www.eurosport.fr;https://www.eurosport.fr;1
https://www.ladepeche.fr;https://www.ladepeche.fr;1
https://www.flashscore.fr;https://www.flashscore.fr;1
https://en.wikipedia.org;https://en.wikipedia.org;1
https://radiodisneyclub.fr;https://radiodisneyclub.fr;1
https://www.festival-cannes.com;https://www.festival-cannes.com;1
https://www.palaisdesfestivals.com;https://www.palaisdesfestivals.com;1
https://www.francetvinfo.fr;https://www.francetvinfo.fr;1
https://www.cannes.com;https://www.cannes.com;1
https://www.rtlplay.be;https://www.rtlplay.be;1
https://www.sudouest.fr;https://www.sudouest.fr;1
https://www.dailymotion.com;https://www.dailymotion.com;1
https://www.mariefrance.fr;https://www.mariefrance.fr;1
https://www.purepeople.com;https://www.purepeople.com;1
https://www.assemblee-nationale.fr;https://www.assemblee-nationale.fr;1
https://www.vie-publique.fr;https://www.vie-publique.fr;1
https://www.parlement.fr;https://www.parlement.fr;1
https://www.europarl.europa.eu;https://www.europarl.europa.eu;1
https://www.conseil-constitutionnel.fr;https://www.conseil-constitutionnel.fr;1
https://hotel-balthazar.com;https://hotel-balthazar.com;1
https://www.lepoint.fr;https://www.lepoint.fr;1
https://www.simpsonspark.com;https://www.simpsonspark.com;1
https://mcetv.ouest-france.fr;https://mcetv.ouest-france.fr;1
https://leclaireur.fnac.com;https://leclaireur.fnac.com;1
https://fr.news.yahoo.com;https://fr.news.yahoo.com;1
https://www.clem-e.com;https://www.clem-e.com;1
https://www.imusic-school.com;https://www.imusic-school.com;1
https://aztecmusique.com;https://aztecmusique.com;1
https://www.gulli.fr;https://www.gulli.fr;1
https://replay.gulli.fr;https://replay.gulli.fr;1
https://www.canalj.fr;https://www.canalj.fr;1
https://www.petitoursbrun.com;https://www.petitoursbrun.com;1
https://livre.fnac.com;https://livre.fnac.com;1
https://youtitou.com;https://youtitou.com;1
https://sports.orange.fr;https://sports.orange.fr;1
https://www.hulu.com;https://www.hulu.com;1
https://www.a-suivre.org;https://www.a-suivre.org;1
https://actu.salto.fr;https://actu.salto.fr;1
https://www.voiture-de-film.fr;https://www.voiture-de-film.fr;1
https://programmetv.ouest-france.fr;https://programmetv.ouest-france.fr;1
https://actugeekgaming.com;https://actugeekgaming.com;1
https://m.youtube.com;https://m.youtube.com;1
https://revoir.tv5monde.com;https://revoir.tv5monde.com;1
https://podcasts.apple.com;https://podcasts.apple.com;1
https://www.glenat.com;https://www.glenat.com;1
https://momes.parents.fr;https://momes.parents.fr;1
https://www.bedetheque.com;https://www.bedetheque.com;1
https://www.tandem.net;https://www.tandem.net;1
https://www.tandemcompany.fr;https://www.tandemcompany.fr;1
https://play.google.com;https://play.google.com;1
https://tvbreizh.fr;https://tvbreizh.fr;1
https://www.radio-en-ligne.fr;https://www.radio-en-ligne.fr;1
https://lamonteeiberique.com;https://lamonteeiberique.com;1
https://www.grandhotelmolitg.com;https://www.grandhotelmolitg.com;1
https://vl-media.fr;https://vl-media.fr;1
https://www.pocket-lint.com;https://www.pocket-lint.com;1
https://www.huffingtonpost.fr;https://www.huffingtonpost.fr;1
https://www.paprika.fr;https://www.paprika.fr;1
https://ileauxepices.com;https://ileauxepices.com;1
https://www.epices-fuchs.fr;https://www.epices-fuchs.fr;1
https://www.mesepices.com;https://www.mesepices.com;1
https://www.promessedefleurs.com;https://www.promessedefleurs.com;1
https://www.passeportsante.net;https://www.passeportsante.net;1
https://rmccrime.bfmtv.com;https://rmccrime.bfmtv.com;1
https://www.jeanmarcmorandini.com;https://www.jeanmarcmorandini.com;1
https://www.casting-pekinexpress.fr;https://www.casting-pekinexpress.fr;1
https://www.lagranderecre.fr;https://www.lagranderecre.fr;1
https://www.sam-le-pompier.fr;https://www.sam-le-pompier.fr;1
https://www.tfoumax.fr;https://www.tfoumax.fr;1
https://www.rolandgarros.com;https://www.rolandgarros.com;1
https://tickets.rolandgarros.com;https://tickets.rolandgarros.com;1
https://www.restosducoeur.org;https://www.restosducoeur.org;1
https://www.francebenevolat.org;https://www.francebenevolat.org;1
https://www.restosducoeur49.fr;https://www.restosducoeur49.fr;1
https://www.toutelatele.com;https://www.toutelatele.com;1
https://superstore-shop.com;https://superstore-shop.com;1
https://www.netflix-news.com;https://www.netflix-news.com;1
https://www.hotelnicebeaurivage.com;https://www.hotelnicebeaurivage.com;1
Beau rivage;Beau rivage;2
https://www.beau-rivage.com;https://www.beau-rivage.com;1
https://www.restaurantbeaurivage.fr;https://www.restaurantbeaurivage.fr;1
https://www.beau-rivage-hotel.fr;https://www.beau-rivage-hotel.fr;1
https://plagenicebeaurivage.com;https://plagenicebeaurivage.com;1
https://www.le-beaurivage.com;https://www.le-beaurivage.com;1
https://www.brp.ch;https://www.brp.ch;1
https://www.hotel-beaurivage.com;https://www.hotel-beaurivage.com;1
https://www.crew-united.com;https://www.crew-united.com;1
https://lecourtcircuit.fr;https://lecourtcircuit.fr;1
https://www.energuide.be;https://www.energuide.be;1
https://cnrtl.fr;https://cnrtl.fr;1
https://izi-by-edf.fr;https://izi-by-edf.fr;1
https://www.futura-sciences.com;https://www.futura-sciences.com;1
https://www.elandcables.com;https://www.elandcables.com;1
https://www.babelio.com;https://www.babelio.com;1
Casse cash;Casse cash;2
http://www.crdp-strasbourg.fr;http://www.crdp-strasbourg.fr;1
https://www.infiniti.com;https://www.infiniti.com;1
https://www.lacentrale.fr;https://www.lacentrale.fr;1
https://www.autosphere.fr;https://www.autosphere.fr;1
https://www.automobile-magazine.fr;https://www.automobile-magazine.fr;1
https://www.largus.fr;https://www.largus.fr;1
https://www.groupe-maurin.com;https://www.groupe-maurin.com;1
https://www.cineteleandco.fr;https://www.cineteleandco.fr;1
https://www.auto-moto.com;https://www.auto-moto.com;1
https://www.automoto-lachaine.fr;https://www.automoto-lachaine.fr;1
https://www.epresse.fr;https://www.epresse.fr;1
https://bibliotheques.paris.fr;https://bibliotheques.paris.fr;1
https://www.medarus.org;https://www.medarus.org;1
https://www.erasme.ulb.ac.be;https://www.erasme.ulb.ac.be;1
https://www.conseil-national.medecin.fr;https://www.conseil-national.medecin.fr;1
http://classes.bnf.fr;http://classes.bnf.fr;1
https://www.bfmtv.com;https://www.bfmtv.com;1
https://provence-alpes-cotedazur.com;https://provence-alpes-cotedazur.com;1
https://cervieres.fr;https://cervieres.fr;1
https://whc.unesco.org;https://whc.unesco.org;1
https://www.ecranlarge.com;https://www.ecranlarge.com;1
https://www.traxmag.com;https://www.traxmag.com;1
https://buffy.fandom.com;https://buffy.fandom.com;1
https://cinema.jeuxactu.com;https://cinema.jeuxactu.com;1
https://www.salto.fr;https://www.salto.fr;1
https://mythologica.fr;https://mythologica.fr;1
https://www.grapheine.com;https://www.grapheine.com;1
https://www.parisbouge.com;https://www.parisbouge.com;1
https://www.lesitedelevenementiel.com;https://www.lesitedelevenementiel.com;1
https://www.madmoizelle.com;https://www.madmoizelle.com;1
https://boutique.arte.tv;https://boutique.arte.tv;1
https://canneseries.com;https://canneseries.com;1
https://envoye-special.fr;https://envoye-special.fr;1
https://actu.fr;https://actu.fr;1
https://www.fff.fr;https://www.fff.fr;1
https://www.foot-national.com;https://www.foot-national.com;1
https://www.footmercato.net;https://www.footmercato.net;1
https://www.seriesplus.com;https://www.seriesplus.com;1
https://www.cbs.com;https://www.cbs.com;1
https://profilage.hypnoweb.net;https://profilage.hypnoweb.net;1
https://www.purebreak.com;https://www.purebreak.com;1
https://profilage.fandom.com;https://profilage.fandom.com;1
https://www.paramountplus.com;https://www.paramountplus.com;1
https://elementary.io;https://elementary.io;1
https://elementary.paris;https://elementary.paris;1
https://www.france24.com;https://www.france24.com;1
https://www.techno-science.net;https://www.techno-science.net;1
https://www.ozap.com;https://www.ozap.com;1
https://www.atlantistv.fr;https://www.atlantistv.fr;1
https://etvous.m6.fr;https://etvous.m6.fr;1
https://www.livredepoche.com;https://www.livredepoche.com;1
https://www.startupcafe.ch;https://www.startupcafe.ch;1
https://www.gallimard-jeunesse.fr;https://www.gallimard-jeunesse.fr;1
https://www.filmspourenfants.net;https://www.filmspourenfants.net;1
https://www.telerama.fr;https://www.telerama.fr;1
https://www.begeek.fr;https://www.begeek.fr;1
https://www.lumni.fr;https://www.lumni.fr;1
Déclics;Déclics;2
https://www.bayard-editions.com;https://www.bayard-editions.com;1
https://www.lesmediatheques-rennesmetropole.fr;https://www.lesmediatheques-rennesmetropole.fr;1
https://www.culturetheque.com;https://www.culturetheque.com;1
https://www.molotov.tv;https://www.molotov.tv;1
https://www.replay.fr;https://www.replay.fr;1
https://www.numerama.com;https://www.numerama.com;1
https://tv.apple.com;https://tv.apple.com;1
https://booknode.com;https://booknode.com;1
https://radioenlignefrance.com;https://radioenlignefrance.com;1
https://open.spotify.com;https://open.spotify.com;1
https://direct-radio.fr;https://direct-radio.fr;1
https://beq.ebooksgratuits.com;https://beq.ebooksgratuits.com;1
https://www.evous.fr;https://www.evous.fr;1
https://www.rts.ch;https://www.rts.ch;1
https://www.serie-news.com;https://www.serie-news.com;1
https://www.ttu.fr;https://www.ttu.fr;1
https://cineverse.fr;https://cineverse.fr;1
https://www.public.fr;https://www.public.fr;1
https://www.cnews.fr;https://www.cnews.fr;1
https://visionspol.eu;https://visionspol.eu;1
https://www.thebay.com;https://www.thebay.com;1
https://lesretrosdor.com;https://lesretrosdor.com;1
https://www.thalassa.com;https://www.thalassa.com;1
https://madelen.ina.fr;https://madelen.ina.fr;1
https://www.letour.fr;https://www.letour.fr;1
https://chaines-tv.orange.fr;https://chaines-tv.orange.fr;1
https://www.francebleu.fr;https://www.francebleu.fr;1
https://www.paris-normandie.fr;https://www.paris-normandie.fr;1
https://www.stars-actu.fr;https://www.stars-actu.fr;1
https://odelices.ouest-france.fr;https://odelices.ouest-france.fr;1
https://www.gala.fr;https://www.gala.fr;1
https://www.tv5unis.ca;https://www.tv5unis.ca;1
https://la1ere.francetvinfo.fr;https://la1ere.francetvinfo.fr;1
https://beyblade.hasbro.com;https://beyblade.hasbro.com;1
https://www.ebay.fr;https://www.ebay.fr;1
https://www.cdiscount.com;https://www.cdiscount.com;1
https://beyblade-shop.com;https://beyblade-shop.com;1
https://www.epcrugby.com;https://www.epcrugby.com;1
https://www.topgear.com;https://www.topgear.com;1
https://www.topgear-magazine.fr;https://www.topgear-magazine.fr;1
https://www.serengeti-eyewear.com;https://www.serengeti-eyewear.com;1
https://tanzaniaspecialist.fr;https://tanzaniaspecialist.fr;1
https://safaris-a-la-carte.com;https://safaris-a-la-carte.com;1
https://www.globe-trotting.com;https://www.globe-trotting.com;1
https://www.voyagetanzanie.fr;https://www.voyagetanzanie.fr;1
https://www.nintendo.com;https://www.nintendo.com;1
https://www.jeuxvideo.com;https://www.jeuxvideo.com;1
https://www.e.leclerc;https://www.e.leclerc;1
https://www.bamboo.fr;https://www.bamboo.fr;1
https://mashamichka.fr;https://mashamichka.fr;1
https://liseo.france-education-international.fr;https://liseo.france-education-international.fr;1
https://oth.hypnoweb.net;https://oth.hypnoweb.net;1
http://lesfreresscott.free.fr;http://lesfreresscott.free.fr;1
https://www.tvmaison.com;https://www.tvmaison.com;1
https://www.fefa.fr;https://www.fefa.fr;1
https://deco.journaldesfemmes.fr;https://deco.journaldesfemmes.fr;1
https://thechosen.fr;https://thechosen.fr;1
https://watch.angelstudios.com;https://watch.angelstudios.com;1
https://www.lesechos.fr;https://www.lesechos.fr;1
https://cinema.bretagne.bzh;https://cinema.bretagne.bzh;1
https://www.lunion.fr;https://www.lunion.fr;1
https://context.reverso.net;https://context.reverso.net;1
https://www.editions-soleil.fr;https://www.editions-soleil.fr;1
https://www.doubleje.fr;https://www.doubleje.fr;1
https://doublejeconcept.com;https://doublejeconcept.com;1
https://editions-sydney-laurent.fr;https://editions-sydney-laurent.fr;1
https://www.morganphilips.com;https://www.morganphilips.com;1
https://references.lesoir.be;https://references.lesoir.be;1
https://anyfrench.com;https://anyfrench.com;1
https://fr.uefa.com;https://fr.uefa.com;1
https://vod.canalplus.com;https://vod.canalplus.com;1
https://recherche-appartement-ou-maison.com;https://recherche-appartement-ou-maison.com;1
https://www.recherche-appartement-ou-maison-gl.com;https://www.recherche-appartement-ou-maison-gl.com;1
https://www.feminactu.com;https://www.feminactu.com;1
https://www.zoo-la-fleche.com;https://www.zoo-la-fleche.com;1
https://www.dargaud.com;https://www.dargaud.com;1
https://www.dupuis.com;https://www.dupuis.com;1
https://www.warnertv.fr;https://www.warnertv.fr;1
https://europe.tv5monde.com;https://europe.tv5monde.com;1
https://www.tv5monde.com;https://www.tv5monde.com;1
https://rakuten.tv;https://rakuten.tv;1
https://france3-regions.francetvinfo.fr;https://france3-regions.francetvinfo.fr;1
https://www.julieandrieu.com;https://www.julieandrieu.com;1
https://lescarnetsdejulie.com;https://lescarnetsdejulie.com;1
https://www.femina.fr;https://www.femina.fr;1
https://fr.shopping.rakuten.com;https://fr.shopping.rakuten.com;1
https://br.pinterest.com;https://br.pinterest.com;1
http://www.gis-reseau-asie.org;http://www.gis-reseau-asie.org;1
https://www.cairn.info;https://www.cairn.info;1
https://www.ined.fr;https://www.ined.fr;1
https://www.insee.fr;https://www.insee.fr;1
https://www.schoolmouv.fr;https://www.schoolmouv.fr;1
https://lemondedesavengers.fr;https://lemondedesavengers.fr;1
https://www.tripadvisor.fr;https://www.tripadvisor.fr;1
https://xilam.com;https://xilam.com;1
https://www.boomerangtv.fr;https://www.boomerangtv.fr;1
https://luckyluke.fandom.com;https://luckyluke.fandom.com;1
https://pizzeria-les-dalton.fr;https://pizzeria-les-dalton.fr;1
https://discoveryfrance.fr;https://discoveryfrance.fr;1
https://culturelivresque.fr;https://culturelivresque.fr;1
https://www.letournepage.com;https://www.letournepage.com;1
https://blog.lestroiscolonnes.com;https://blog.lestroiscolonnes.com;1
https://www.youscribe.com;https://www.youscribe.com;1
https://polars.pourpres.net;https://polars.pourpres.net;1
https://dictionnaire.orthodidacte.com;https://dictionnaire.orthodidacte.com;1
https://www.demotivateur.fr;https://www.demotivateur.fr;1
http://www.cinereflex.com;http://www.cinereflex.com;1
https://www.lemonde.fr;https://www.lemonde.fr;1
https://www.nbsboxing.com;https://www.nbsboxing.com;1
https://quellehistoire.com;https://quellehistoire.com;1
https://www.lodge-coco.com;https://www.lodge-coco.com;1
https://lemagazinedesseries.com;https://lemagazinedesseries.com;1
https://milan-jeunesse.com;https://milan-jeunesse.com;1
https://www.veterinairesainteloi.fr;https://www.veterinairesainteloi.fr;1
https://france.bluey.tv;https://france.bluey.tv;1
https://www.bluey.tv;https://www.bluey.tv;1
https://enseignants.lumni.fr;https://enseignants.lumni.fr;1
https://boutique.telerama.fr;https://boutique.telerama.fr;1
https://www.decitre.fr;https://www.decitre.fr;1
https://www.gettyimages.fr;https://www.gettyimages.fr;1
https://www.learouaud.com;https://www.learouaud.com;1
https://www.vestimetal.fr;https://www.vestimetal.fr;1
https://www.vestiaires-magazine.com;https://www.vestiaires-magazine.com;1
https://fr.vestiairecollective.com;https://fr.vestiairecollective.com;1
https://www.gosto.com;https://www.gosto.com;1
https://informations.handicap.fr;https://informations.handicap.fr;1
https://www.rtl.fr;https://www.rtl.fr;1
https://www.arteradio.com;https://www.arteradio.com;1
https://photo.voici.fr;https://photo.voici.fr;1
https://chloefashionlifestyle.com;https://chloefashionlifestyle.com;1
https://home.chicagopolice.org;https://home.chicagopolice.org;1
https://www.rottentomatoes.com;https://www.rottentomatoes.com;1
https://www.puretrend.com;https://www.puretrend.com;1
https://www.serieously.com;https://www.serieously.com;1
https://espritscriminels.fandom.com;https://espritscriminels.fandom.com;1
https://www.lejourduseigneur.com;https://www.lejourduseigneur.com;1
https://infodon.fr;https://infodon.fr;1
https://ici.radio-canada.ca;https://ici.radio-canada.ca;1
https://www.dons-legs.com;https://www.dons-legs.com;1
https://newsactual.fr;https://newsactual.fr;1
https://ici.tou.tv;https://ici.tou.tv;1
https://generous.eu;https://generous.eu;1
https://latelierdimages.fr;https://latelierdimages.fr;1
https://www.nvidia.com;https://www.nvidia.com;1
https://www.telez.fr;https://www.telez.fr;1
https://www.rmcbfmplay.com;https://www.rmcbfmplay.com;1
https://www.vintagemecanic.com;https://www.vintagemecanic.com;1
https://gspawn.com;https://gspawn.com;1
https://www.hotels-lasvegas.fr;https://www.hotels-lasvegas.fr;1
https://www.alamyimages.fr;https://www.alamyimages.fr;1
https://www.fideliance.fr;https://www.fideliance.fr;1
https://toitsalternatifs.fr;https://toitsalternatifs.fr;1
https://www.advitamdistribution.com;https://www.advitamdistribution.com;1
https://advitam.fr;https://advitam.fr;1
https://www.echappees-belles.io;https://www.echappees-belles.io;1
https://turbulences.aboshop.fr;https://turbulences.aboshop.fr;1
https://www.societe.com;https://www.societe.com;1
Terra Terre;Terra Terre;2
https://www.strate.design;https://www.strate.design;1
https://occasion.largus.fr;https://occasion.largus.fr;1
https://design-auto-occasions.espacevo.fr;https://design-auto-occasions.espacevo.fr;1
https://www.aufeminin.com;https://www.aufeminin.com;1
https://www.passionretrocollection.com;https://www.passionretrocollection.com;1
https://www.allformusic.fr;https://www.allformusic.fr;1
https://blogacabdx.ac-bordeaux.fr;https://blogacabdx.ac-bordeaux.fr;1
https://podcasts.audiomeans.fr;https://podcasts.audiomeans.fr;1
https://podcasts.google.com;https://podcasts.google.com;1
https://podcasts-francais.fr;https://podcasts-francais.fr;1
https://www.poetica.fr;https://www.poetica.fr;1
https://lesvoixdelapoesie.ca;https://lesvoixdelapoesie.ca;1
https://www.bacdefrancais.net;https://www.bacdefrancais.net;1
https://www.etudes-litteraires.com;https://www.etudes-litteraires.com;1
https://www.bonjourpoesie.fr;https://www.bonjourpoesie.fr;1
https://auvio.rtbf.be;https://auvio.rtbf.be;1
https://maxtele.ca;https://maxtele.ca;1
https://www.agc3pa02.fr;https://www.agc3pa02.fr;1
https://fr.wikihow.com;https://fr.wikihow.com;1
https://www.imagesdoc.com;https://www.imagesdoc.com;1
https://suis-nous.com;https://suis-nous.com;1
https://www.france-allemagne.fr;https://www.france-allemagne.fr;1
https://les-triples.com;https://les-triples.com;1
https://vipcrossing.com;https://vipcrossing.com;1
https://www.demd-productions.com;https://www.demd-productions.com;1
https://www.rickyzoom.com;https://www.rickyzoom.com;1
https://fr.tomy.com;https://fr.tomy.com;1
https://www.service-public.fr;https://www.service-public.fr;1
https://www.116000enfantsdisparus.fr;https://www.116000enfantsdisparus.fr;1
https://www.pathe.fr;https://www.pathe.fr;1
https://www.diplomatie.gouv.fr;https://www.diplomatie.gouv.fr;1
http://www.petitpoilu.com;http://www.petitpoilu.com;1
https://www.lacourdespetits.com;https://www.lacourdespetits.com;1
http://www.latourdesheros.com;http://www.latourdesheros.com;1
https://powerrangers.hasbro.com;https://powerrangers.hasbro.com;1
https://powerrangers.fandom.com;https://powerrangers.fandom.com;1
https://bullesdeculture.com;https://bullesdeculture.com;1
https://rmc.bfmtv.com;https://rmc.bfmtv.com;1
https://www.sport-tv.org;https://www.sport-tv.org;1
https://actus.sfr.fr;https://actus.sfr.fr;1
https://music.apple.com;https://music.apple.com;1
https://www.bd-kids.com;https://www.bd-kids.com;1
https://www.cultureevasion.fr;https://www.cultureevasion.fr;1
https://www.kiva.fr;https://www.kiva.fr;1
https://www.kiva.org;https://www.kiva.org;1
https://www.magnum.fr;https://www.magnum.fr;1
https://www.usinenouvelle.com;https://www.usinenouvelle.com;1
https://fr.aliexpress.com;https://fr.aliexpress.com;1
https://www.studiohari.com;https://www.studiohari.com;1
https://www.labelbrut.fr;https://www.labelbrut.fr;1
https://letheatre.laval.fr;https://letheatre.laval.fr;1
https://le-sablier.org;https://le-sablier.org;1
https://mal-thonon.org;https://mal-thonon.org;1
https://www.theatre-contemporain.net;https://www.theatre-contemporain.net;1
https://www.larenaissance-mondeville.fr;https://www.larenaissance-mondeville.fr;1
https://www.scenenationale61.com;https://www.scenenationale61.com;1
https://leschroniquesdecliffhanger.com;https://leschroniquesdecliffhanger.com;1
https://playtv.fr;https://playtv.fr;1
https://www.telepoche.fr;https://www.telepoche.fr;1
https://nawak.com;https://nawak.com;1
https://www.universalis.fr;https://www.universalis.fr;1
https://www.worldhistory.org;https://www.worldhistory.org;1
https://www.king-jouet.com;https://www.king-jouet.com;1
https://beyblade-burst.fandom.com;https://beyblade-burst.fandom.com;1
https://svod.gulli.fr;https://svod.gulli.fr;1
https://toupies-beyblade.fr;https://toupies-beyblade.fr;1
https://www.amazon.com.be;https://www.amazon.com.be;1
https://www.novelas.tv;https://www.novelas.tv;1
http://www.philippe-rey.fr;http://www.philippe-rey.fr;1
https://molang.com;https://molang.com;1
https://lacentraledespetits.com;https://lacentraledespetits.com;1
https://www.courrierinternational.com;https://www.courrierinternational.com;1
https://actualitte.com;https://actualitte.com;1
https://xmen.fandom.com;https://xmen.fandom.com;1
https://fr.ign.com;https://fr.ign.com;1
https://linfotoutcourt.com;https://linfotoutcourt.com;1
https://www.capuseen.com;https://www.capuseen.com;1
https://arenes.fr;https://arenes.fr;1
https://www.film-documentaire.fr;https://www.film-documentaire.fr;1
https://www.cinoche.com;https://www.cinoche.com;1
https://www.lesinrocks.com;https://www.lesinrocks.com;1
https://www.terraterre.co;https://www.terraterre.co;1
https://www.publicsenat.fr;https://www.publicsenat.fr;1
https://www.terraterre.fr;https://www.terraterre.fr;1
https://lesindependants.co;https://lesindependants.co;1
https://lille.levillagebyca.com;https://lille.levillagebyca.com;1
